generation,best_fitness,avg_fitness,avg_catches,avg_escaped,avg_completion_time,perfect_clears,avg_catch_speed
0,1380.5004922072458,372.4670137264308,10.770833333333334,39.229166666666664,285.5833333333333,0,6.1816761749029965
1,2016.3166685625447,840.1908477895959,15.041666666666666,34.958333333333336,286.7708333333333,0,8.100462865730343
2,2148.6241685555597,1228.197606392927,18.729166666666668,31.270833333333332,286.9166666666667,0,9.570814402456504
3,2732.94560262436,1281.7735328168221,19.166666666666668,30.833333333333332,288.0,0,9.415872467485377
4,2401.6747157401055,1695.3391627635826,22.416666666666668,27.583333333333332,283.0833333333333,0,10.086319132940629
5,2914.6830433881332,1733.853913136633,22.729166666666668,27.270833333333332,281.7708333333333,0,9.982968246394357
6,3216.5194609539512,2156.262724481911,26.0625,23.9375,274.625,0,11.377604762400294
7,3300.453850410216,2442.910660014393,28.354166666666668,21.645833333333332,265.0833333333333,0,12.199873628284088
8,3619.0917405045493,2609.6210947314808,29.625,20.375,267.0416666666667,0,12.617733152520698
9,3357.004539435793,2765.0593693862597,30.833333333333332,19.166666666666668,263.7291666666667,0,13.61810634194144
10,3349.9648949392304,2562.8574783176396,29.229166666666668,20.770833333333332,267.4791666666667,0,13.429730337407667
11,3228.3917044383606,2625.984185744151,29.708333333333332,20.291666666666668,265.1041666666667,0,13.14215594654555
12,3614.2207502014116,2983.490912012834,32.520833333333336,17.479166666666668,265.5833333333333,0,14.463229903502743
13,3493.7028771577425,2834.876983167485,31.354166666666668,18.645833333333332,267.6041666666667,0,14.349930927391107
14,3746.4292574519764,2786.301777846885,30.9375,19.0625,260.375,0,14.147690126040919
15,3807.0710699379624,2911.4168772417165,31.9375,18.0625,258.5833333333333,0,14.66130967388853
16,3945.0628397121673,3082.470887017405,33.291666666666664,16.708333333333332,259.8958333333333,0,15.081428530842002
17,3557.7948627560236,3065.833555206511,33.145833333333336,16.854166666666668,259.5625,0,15.429387546173217
18,3725.19216663292,3154.439791356955,33.875,16.125,262.1666666666667,0,15.140510746779393
19,3821.563589388579,3163.492289844174,33.916666666666664,16.083333333333332,259.2708333333333,0,15.42598174561549
20,3562.093179890086,2923.4785824294418,32.020833333333336,17.979166666666668,256.0,0,14.887450174012093
21,3808.306092859164,3133.2858728860083,33.645833333333336,16.354166666666668,253.02083333333334,0,15.724685148568483
22,4074.2429806055306,3204.1310042038153,34.208333333333336,15.791666666666666,261.2291666666667,0,15.77441527111957
23,4074.7860666992956,3233.1871742365274,34.4375,15.5625,258.6458333333333,0,15.974660189660277
24,3890.2667407523586,3145.5399499057407,33.770833333333336,16.229166666666668,254.91666666666666,0,15.756589651992144
25,3943.306414300926,3201.179838245702,34.1875,15.8125,256.75,0,16.15199578504065
26,3994.2652817802114,3358.567206116831,35.416666666666664,14.583333333333334,254.0625,0,16.90410793842111
27,4265.745221589917,3326.8112252060005,35.1875,14.8125,251.25,0,16.586698611759456
28,3882.8872701185574,3295.3024612900995,34.9375,15.0625,257.3541666666667,0,16.30893891493893
29,3930.5428600182076,3332.234774200959,35.229166666666664,14.770833333333334,254.4375,0,16.150213288817188
30,4304.007561831586,3411.970816935737,35.854166666666664,14.145833333333334,250.91666666666666,0,16.67793960139154
31,4049.2405710176154,3223.624833025209,34.416666666666664,15.583333333333334,258.25,0,16.057054183832197
32,3995.052527977674,3291.728330495733,34.979166666666664,15.020833333333334,256.3958333333333,0,15.738982372879354
33,3779.4656774156774,3174.9012094323575,34.083333333333336,15.916666666666666,258.3958333333333,0,15.683771674960068
34,4233.430292471756,3204.6859943538725,34.229166666666664,15.770833333333334,249.91666666666666,0,16.06299030111792
35,4047.235896873827,3230.6553425871443,34.520833333333336,15.479166666666666,250.41666666666666,0,15.893295597187914
36,3620.078093120091,3307.6582410046394,35.145833333333336,14.854166666666666,255.14583333333334,0,15.759748548319566
37,3933.9424062124917,3193.1013250475385,34.1875,15.8125,263.9166666666667,0,16.12714064735694
38,3931.626333792262,3199.538836699065,34.208333333333336,15.791666666666666,268.4375,0,15.951264718206735
39,4308.802848121317,3279.83645240566,34.854166666666664,15.145833333333334,259.2083333333333,0,15.737175565528903
